pid,rank,name,link,points,points_moved,tourneys_played,points_losing,points_gaining
a0fm,584,Egor Agafonov,/en/players/egor-agafonov/a0fm/overview,61,-,22,-,-
dc38,585,Jake Delaney,/en/players/jake-delaney/dc38/overview,61,-,27,1,-
o0ad,586,Neil Oberleitner,/en/players/neil-oberleitner/o0ad/overview,61,-,28,2,-
s0bt,587,Adria Soriano Barrera,/en/players/adria-soriano-barrera/s0bt/overview,60,-,19,-,-
co07,588,Ezekiel Clark,/en/players/ezekiel-clark/co07/overview,60,+1,23,1,-
pg69,589,Juan Pablo Paz,/en/players/juan-pablo-paz/pg69/overview,60,-,31,-,-
l0er,590,Timo Legout,/en/players/timo-legout/l0er/overview,59,-,11,16,-
ki74,591,Nicola Kuhn,/en/players/nicola-kuhn/ki74/overview,59,-,12,-,-
n0db,592,Andrej Nedic,/en/players/andrej-nedic/n0db/overview,59,-,16,-,-
h0c9,593,Arklon Huertas Del Pino Cordova,/en/players/arklon-huertas-del-pino-cordova/h0c9/overview,59,-1,16,1,-
j0aw,594,Guido Ivan Justo,/en/players/guido-ivan-justo/j0aw/overview,59,-,18,-,-
ag08,595,Andres Andrade,/en/players/andres-andrade/ag08/overview,59,+8,21,-,-
p0hp,596,Lukas Pokorny,/en/players/lukas-pokorny/p0hp/overview,59,-1,24,-,-
c0bb,597,Tommaso Compagnucci,/en/players/tommaso-compagnucci/c0bb/overview,59,+1,25,-,-
kc29,598,Nicolas Kicker,/en/players/nicolas-kicker/kc29/overview,58,-,8,-,-
pl64,599,Oleg Prihodko,/en/players/oleg-prihodko/pl64/overview,58,+4,17,-,-
fa50,600,Thomas Fancutt,/en/players/thomas-fancutt/fa50/overview,58,-,19,8,-
e0au,601,John Echeverria,/en/players/john-echeverria/e0au/overview,58,-,19,1,-
s0dq,602,Keegan Smith,/en/players/keegan-smith/s0dq/overview,58,-3,22,4,-
w712,603,Kai Wehnelt,/en/players/kai-wehnelt/w712/overview,58,-,24,-,-
dh23,604,S D Prajwal Dev,/en/players/s-d-prajwal-dev/dh23/overview,58,-1,26,-,-
t0aa,605,Dan Alexandru Tomescu,/en/players/dan-alexandru-tomescu/t0aa/overview,58,+1,28,-,-
o659,606,Vladyslav Orlov,/en/players/vladyslav-orlov/o659/overview,58,-,29,-,-
va15,607,Duarte Vale,/en/players/duarte-vale/va15/overview,58,-,30,1,-
s0dl,608,Ryan Seggerman,/en/players/ryan-seggerman/s0dl/overview,57,-,14,-,-
p0iy,609,Juan Carlos Prado Angelo,/en/players/juan-carlos-prado-angelo/p0iy/overview,57,+1,16,1,-
a0ba,610,Federico Arnaboldi,/en/players/federico-arnaboldi/a0ba/overview,57,-2,22,-,-
pl38,611,Sebastian Prechtel,/en/players/sebastian-prechtel/pl38/overview,57,-,22,-,-
b0er,612,Arthur Bouquier,/en/players/arthur-bouquier/b0er/overview,57,-,23,-,-
r0bt,613,Franco Roncadelli,/en/players/franco-roncadelli/r0bt/overview,57,+1,30,2,-
d0fa,614,Yassine Dlimi,/en/players/yassine-dlimi/d0fa/overview,56,-,11,-,-
v717,615,Alexey Vatutin,/en/players/alexey-vatutin/v717/overview,56,-,17,-,-
ch80,616,Luca Castelnuovo,/en/players/luca-castelnuovo/ch80/overview,56,+2,26,-,-
r0h2,617,Pedro Rodenas,/en/players/pedro-rodenas/r0h2/overview,55,-2,12,-,-
c0hx,618,Ozan Baris,/en/players/ozan-baris/c0hx/overview,55,-,15,2,-
h0b5,619,Tsung-Hao Huang,/en/players/tsung-hao-huang/h0b5/overview,55,+2,22,-,-
p0i6,620,Gabriele Piraino,/en/players/gabriele-piraino/p0i6/overview,55,-,23,-,-
b0hf,621,Diego Augusto Barreto Sanchez,/en/players/diego-augusto-barreto-sanchez/b0hf/overview,55,+1,27,-,-
b0ek,622,Moerani Bouzige,/en/players/moerani-bouzige/b0ek/overview,55,-,33,-,-
sm88,623,Karue Sell,/en/players/karue-sell/sm88/overview,54,+8,7,-,-
a09p,624,Alafia Ayeni,/en/players/alafia-ayeni/a09p/overview,54,-,12,-,-
d0d2,625,Alec Deckers,/en/players/alec-deckers/d0d2/overview,54,-,16,-,-
bt68,626,Elliot Benchetrit,/en/players/elliot-benchetrit/bt68/overview,54,+2,16,3,-
g0a0,627,Andrea Guerrieri,/en/players/andrea-guerrieri/g0a0/overview,54,-,19,4,-
b0am,628,Lorenzo Bocchi,/en/players/lorenzo-bocchi/b0am/overview,54,-,20,1,-
sy71,629,Digvijaypratap Singh,/en/players/digvijaypratap-singh/sy71/overview,54,-,21,-,-
a678,630,Kevin Anderson,/en/players/kevin-anderson/a678/overview,53,-,3,-,-
b0f8,631,Justin Boulais,/en/players/justin-boulais/b0f8/overview,53,-,9,-,-
ka22,632,Dayne Kelly,/en/players/dayne-kelly/ka22/overview,53,-,11,2,-
sl92,633,Shuichi Sekiguchi,/en/players/shuichi-sekiguchi/sl92/overview,53,-,14,-,-
s0ek,634,Matias Soto,/en/players/matias-soto/s0ek/overview,53,-,16,-,-
i230,635,Tatsuma Ito,/en/players/tatsuma-ito/i230/overview,53,-,17,-,-
gk24,636,Luca Giacomini,/en/players/luca-giacomini/gk24/overview,53,-,22,-,-
r0gn,637,Amaury Raynel,/en/players/amaury-raynel/r0gn/overview,53,-,31,-,-
k0hl,638,Kyle Kang,/en/players/kyle-kang/k0hl/overview,52,-1,11,8,-
b0mm,639,Edas Butvilas,/en/players/edas-butvilas/b0mm/overview,52,-,14,-,-
f965,640,Sora Fukuda,/en/players/sora-fukuda/f965/overview,52,-,14,-,-
p0b2,641,Luca Potenza,/en/players/luca-potenza/p0b2/overview,52,-1,24,-,-
f0bv,642,Tomas Farjat,/en/players/tomas-farjat/f0bv/overview,52,-,28,-,-
n731,643,Christoph Negritu,/en/players/christoph-negritu/n731/overview,52,-,28,-,-
i330,644,Shintaro Imai,/en/players/shintaro-imai/i330/overview,51,-,6,-,-
mp83,645,Gian Marco Moroni,/en/players/gian-marco-moroni/mp83/overview,51,-,8,-,-
g0av,646,Carlos Gimeno Valero,/en/players/carlos-gimeno-valero/g0av/overview,51,-,15,-,-
be67,647,Mirza Basic,/en/players/mirza-basic/be67/overview,51,-,16,-,-
j400,648,Jeremy Jahn,/en/players/jeremy-jahn/j400/overview,51,-,17,-,-
z09b,649,Alexander Zgirovsky,/en/players/alexander-zgirovsky/z09b/overview,51,-,18,-,-
s0o6,650,Ilia Simakin,/en/players/ilia-simakin/s0o6/overview,51,-,20,-,-
le01,651,Duckhee Lee,/en/players/duckhee-lee/le01/overview,51,+1,23,-,-
mq75,652,Kamil Majchrzak,/en/players/kamil-majchrzak/mq75/overview,50,-,5,-,-
r0e0,653,Chris Rodesch,/en/players/chris-rodesch/r0e0/overview,50,-,11,-,-
n409,654,Rafael Nadal,/en/players/rafael-nadal/n409/overview,50,-,12,-,-
ph67,655,Nathan Ponwith,/en/players/nathan-ponwith/ph67/overview,50,-7,15,-,-
f0a3,656,Sergey Fomin,/en/players/sergey-fomin/f0a3/overview,50,+3,24,4,-
b0jp,657,Dali Blanch,/en/players/dali-blanch/b0jp/overview,50,-,26,-,-
cf60,658,Pawel Juszczak,/en/players/pawel-juszczak/cf60/overview,49,-,16,-,-
m0bw,659,Ye Cong Mo,/en/players/ye-cong-mo/m0bw/overview,49,-,21,-,-
mo54,660,Jorge Martinez Martinez,/en/players/jorge-martinez-martinez/mo54/overview,49,-,27,-,-
lb84,661,Juan Ignacio Londero,/en/players/juan-ignacio-londero/lb84/overview,48,-,4,-,-
f0dp,662,Peter Fajta,/en/players/peter-fajta/f0dp/overview,48,-15,13,-,-
l949,663,Henri Laaksonen,/en/players/henri-laaksonen/l949/overview,48,-,14,-,-
w749,664,Enzo Wallart,/en/players/enzo-wallart/w749/overview,48,-,16,-,-
b0a0,665,Maxence Beauge,/en/players/maxence-beauge/b0a0/overview,48,-,27,-,-
c0jv,666,Lorenzo Claverie,/en/players/lorenzo-claverie/c0jv/overview,47,-,15,-,-
r0f1,667,Johan Alexander Rodriguez,/en/players/johan-alexander-rodriguez/r0f1/overview,47,-,15,-,-
n934,668,Kazuki Nishiwaki,/en/players/kazuki-nishiwaki/n934/overview,47,-,17,-,-
s0hr,669,Kasidit Samrej,/en/players/kasidit-samrej/s0hr/overview,47,-,18,-,-
b0c7,670,Justin Barki,/en/players/justin-barki/b0c7/overview,46,-,10,-,-
m0eg,671,Tristan McCormick,/en/players/tristan-mccormick/m0eg/overview,46,-,12,-,-
v0d0,672,Niels Visker,/en/players/niels-visker/v0d0/overview,46,+8,21,-,-
af41,673,Rishab Agarwal,/en/players/rishab-agarwal/af41/overview,46,-,22,-,-
c0hv,674,Luca Castagnola,/en/players/luca-castagnola/c0hv/overview,46,+4,23,-,-
p0bk,675,Stuart Parker,/en/players/stuart-parker/p0bk/overview,45,-,16,-,-
k0ak,676,Yuta Kawahashi,/en/players/yuta-kawahashi/k0ak/overview,45,-,18,-,-
b0ot,677,Jacob Bradshaw,/en/players/jacob-bradshaw/b0ot/overview,45,-,29,-,-
t0gf,678,James Tracy,/en/players/james-tracy/t0gf/overview,44,-,5,-,-
va48,679,Siddharth Vishwakarma,/en/players/siddharth-vishwakarma/va48/overview,44,-,13,-,-
hg90,680,Conner Huertas del Pino,/en/players/conner-huertas-del-pino/hg90/overview,44,-,13,1,-
pl39,681,Alfredo Perez,/en/players/alfredo-perez/pl39/overview,44,-,17,-,-
p0cd,682,Daniel Paty,/en/players/daniel-paty/p0cd/overview,44,-,18,-,-
o0ai,683,Dusan Obradovic,/en/players/dusan-obradovic/o0ai/overview,44,-,22,-,-
m09e,684,Tao Mu,/en/players/tao-mu/m09e/overview,44,-,27,2,-
c0ow,685,Lorenzo Carboni,/en/players/lorenzo-carboni/c0ow/overview,43,-,20,-,-
ag57,686,Leonardo Aboian,/en/players/leonardo-aboian/ag57/overview,43,-,27,-,-
a0ea,687,Max Alcala Gurri,/en/players/max-alcala-gurri/a0ea/overview,43,-,30,2,-
dg53,688,Gabriel Decamps,/en/players/gabriel-decamps/dg53/overview,42,+8,12,-,-
d776,689,Thiemo de Bakker,/en/players/thiemo-de-bakker/d776/overview,42,-,17,-,-
k0de,690,Takuya Kumasaka,/en/players/takuya-kumasaka/k0de/overview,42,-,24,-,-
kh77,691,Niki Kaliyanda Poonacha,/en/players/niki-kaliyanda-poonacha/kh77/overview,41,+14,17,2,-
pf36,692,David Perez Sanz,/en/players/david-perez-sanz/pf36/overview,41,-,18,-,-
i0a6,693,Taisei Ichikawa,/en/players/taisei-ichikawa/i0a6/overview,41,-,23,-,-
g0g2,694,Mario Gonzalez Fernandez,/en/players/mario-gonzalez-fernandez/g0g2/overview,41,-,26,8,-
h0ei,695,Millen Hurrion,/en/players/millen-hurrion/h0ei/overview,41,-,26,-,-
rh13,696,Patrik Rikl,/en/players/patrik-rikl/rh13/overview,40,-,6,-,-
f811,697,Bjorn Fratangelo,/en/players/bjorn-fratangelo/f811/overview,40,-,7,-,-
n652,698,JiSung Nam,/en/players/jisung-nam/n652/overview,40,-,8,-,-
s0xe,699,Alejo Sanchez Quilez,/en/players/alejo-sanchez-quilez/s0xe/overview,40,-,12,-,-
p0j1,700,Rodrigo Pacheco Mendez,/en/players/rodrigo-pacheco-mendez/p0j1/overview,40,-1,15,-,-
j737,701,Facundo Juarez,/en/players/facundo-juarez/j737/overview,40,-,17,-,-
a0b6,702,Jaimee Floyd Angele,/en/players/jaimee-floyd-angele/a0b6/overview,40,-8,18,-,-
w0bd,703,Deney Wassermann,/en/players/deney-wassermann/w0bd/overview,40,-,21,-,-
s0nn,704,Joshua Sheehy,/en/players/joshua-sheehy/s0nn/overview,40,-2,23,1,-
s0qz,705,Sebastian Sorger,/en/players/sebastian-sorger/s0qz/overview,39,-,26,-,-
p0ed,706,Kiranpal Pannu,/en/players/kiranpal-pannu/p0ed/overview,38,+1,11,-,-
w0c4,707,Edward Winter,/en/players/edward-winter/w0c4/overview,38,-,17,-,-
t0fk,708,Giorgio Tabacco,/en/players/giorgio-tabacco/t0fk/overview,38,-,24,1,-
t0ag,709,Zura Tkemaladze,/en/players/zura-tkemaladze/t0ag/overview,38,+1,29,-,-
p0gp,710,Peter Benjamin Privara,/en/players/peter-benjamin-privara/p0gp/overview,38,+1,31,-,-
rb86,711,Sidharth Rawat,/en/players/sidharth-rawat/rb86/overview,37,-,18,-,-
l0by,712,Lewie Lane,/en/players/lewie-lane/l0by/overview,37,+1,22,-,-
ke69,713,Mariano Kestelboim,/en/players/mariano-kestelboim/ke69/overview,36,-,13,-,-
a0f3,714,Fabrizio Andaloro,/en/players/fabrizio-andaloro/a0f3/overview,36,-1,17,-,-
y0at,715,Jimmy Yang,/en/players/jimmy-yang/y0at/overview,36,-,18,-,-
x01a,716,Linang Xiao,/en/players/linang-xiao/x01a/overview,36,+1,21,-,-
z0c9,717,Marcel Zielinski,/en/players/marcel-zielinski/z0c9/overview,36,-,21,-,-
a0eu,718,Alexandre Aubriot,/en/players/alexandre-aubriot/a0eu/overview,36,-,25,1,-
t0gr,719,Oliver Tarvet,/en/players/oliver-tarvet/t0gr/overview,35,-,6,-,-
s0ja,720,Eliot Spizzirri,/en/players/eliot-spizzirri/s0ja/overview,35,-,10,-,-
pd07,721,Vasek Pospisil,/en/players/vasek-pospisil/pd07/overview,35,+4,11,-,-
m0on,722,Johannus Monday,/en/players/johannus-monday/m0on/overview,35,-,13,-,-
m0l2,723,Alejandro Manzanera Pertusa,/en/players/alejandro-manzanera-pertusa/m0l2/overview,35,-,18,-,-
bp79,724,Peter Bertran,/en/players/peter-bertran/bp79/overview,35,-,19,-,-
b0f0,725,Jiri Barnat,/en/players/jiri-barnat/b0f0/overview,35,-,22,-,-
sy05,726,Jakob Schnaitter,/en/players/jakob-schnaitter/sy05/overview,35,-2,24,-,-
s0r5,727,Ilya Snitari,/en/players/ilya-snitari/s0r5/overview,35,-,24,-,-
s0ri,728,Karan Singh,/en/players/karan-singh/s0ri/overview,35,-,26,-,-
g0gz,729,Liam Gavrielides,/en/players/liam-gavrielides/g0gz/overview,35,-,26,-,-
b0nv,730,Patrick Brady,/en/players/patrick-brady/b0nv/overview,34,-,20,-,-
o09s,731,Juan Bautista Otegui,/en/players/juan-bautista-otegui/o09s/overview,34,+3,27,-,-
b0d8,732,Jacob Brumm,/en/players/jacob-brumm/b0d8/overview,34,-1,28,-,-
b0bk,733,Aleksandr Braynin,/en/players/aleksandr-braynin/b0bk/overview,34,-,28,-,-
g0d9,734,Igor Gimenez,/en/players/igor-gimenez/g0d9/overview,34,-,31,-,-
p0k4,735,Tiago Pereira,/en/players/tiago-pereira/p0k4/overview,34,-,32,-,-
k0bu,736,Palaphoom Kovapitukted,/en/players/palaphoom-kovapitukted/k0bu/overview,33,-,13,-,-
r0ib,737,Maxence Rivet,/en/players/maxence-rivet/r0ib/overview,33,-,15,-,-
s0bg,738,Daisuke Sumizawa,/en/players/daisuke-sumizawa/s0bg/overview,33,-,20,-,-
mp94,739,Adam Moundir,/en/players/adam-moundir/mp94/overview,33,-,20,-,-
a09w,740,Juan Carlos Aguilar,/en/players/juan-carlos-aguilar/a09w/overview,33,-,21,-,-
ke36,741,Dominik Kellovsky,/en/players/dominik-kellovsky/ke36/overview,33,+1,22,-,-
i427,742,Simon Anthony Ivanov,/en/players/simon-anthony-ivanov/i427/overview,33,-,23,-,-
s0f7,743,Alexandros Skorilas,/en/players/alexandros-skorilas/s0f7/overview,33,-,25,-,-
a0g8,744,Amr Elsayed,/en/players/amr-elsayed/a0g8/overview,33,+1,27,1,-
h0bf,745,Philip Henning,/en/players/philip-henning/h0bf/overview,32,-,5,-,-
rh50,746,Arthur Reymond,/en/players/arthur-reymond/rh50/overview,32,-,11,-,-
l0db,747,Giuseppe La Vela,/en/players/giuseppe-la-vela/l0db/overview,32,-,16,-,-
b0c3,748,Simon Beaupain,/en/players/simon-beaupain/b0c3/overview,32,-,23,-,-
mo35,749,Calin Manda,/en/players/calin-manda/mo35/overview,32,-,29,-,-
n974,750,Petr Nouza,/en/players/petr-nouza/n974/overview,31,-,6,-,-
p0ht,751,Jack Pinnington Jones,/en/players/jack-pinnington-jones/p0ht/overview,31,-,7,-,-
m0gb,752,Alex Martinez,/en/players/alex-martinez/m0gb/overview,31,-,9,-,-
c0kh,753,Julio Cesar Porras,/en/players/julio-cesar-porras/c0kh/overview,31,-1,10,-,-
a0ja,754,Michael Agwi,/en/players/michael-agwi/a0ja/overview,31,+15,13,-,-
w741,755,Aoran Wang,/en/players/aoran-wang/w741/overview,31,-,14,-,-
sf41,756,Aldin Setkic,/en/players/aldin-setkic/sf41/overview,31,-,15,2,-
w0b3,757,Xiaofei Wang,/en/players/xiaofei-wang/w0b3/overview,31,-1,18,-,-
l0bu,758,Hanyi Liu,/en/players/hanyi-liu/l0bu/overview,31,-,21,-,-
b0iy,759,Alec Beckley,/en/players/alec-beckley/b0iy/overview,31,-1,26,-,-
i0ax,760,Kokoro Isomura,/en/players/kokoro-isomura/i0ax/overview,31,-,29,2,-
o09a,761,Aziz Ouakaa,/en/players/aziz-ouakaa/o09a/overview,31,-2,35,1,-
ca12,762,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,30,-,5,-,-
h0ec,763,Cash Hanzlik,/en/players/cash-hanzlik/h0ec/overview,30,-,12,-,-
j0d4,764,Jeremy Jin,/en/players/jeremy-jin/j0d4/overview,30,-,15,-,-
h0ag,765,Ray Ho,/en/players/ray-ho/h0ag/overview,30,-,21,-,-
v306,766,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,29,-,9,-,-
m0na,767,Shunsuke Mitsui,/en/players/shunsuke-mitsui/m0na/overview,29,-,10,-,-
ab54,768,Harrison Adams,/en/players/harrison-adams/ab54/overview,29,-,10,-,-
kh41,769,Patrick Kaukovalta,/en/players/patrick-kaukovalta/kh41/overview,29,-,13,-,-
g0dd,770,William Grant,/en/players/william-grant/g0dd/overview,29,+1,14,-,-
cn15,771,Felix Corwin,/en/players/felix-corwin/cn15/overview,29,+1,14,-,-
j0cm,772,Viktor Jovic,/en/players/viktor-jovic/j0cm/overview,29,-,17,-,-
dh55,773,Michiel De Krom,/en/players/michiel-de-krom/dh55/overview,29,-,22,-,-
a0es,774,Pedro Araujo,/en/players/pedro-araujo/a0es/overview,29,+8,23,-,-
r0h6,775,Leonardo Rossi,/en/players/leonardo-rossi/r0h6/overview,29,-,27,1,-
e858,776,Franco Emanuel Egea,/en/players/franco-emanuel-egea/e858/overview,28,-,10,8,-
l09d,777,Aliaksandr Liaonenka,/en/players/aliaksandr-liaonenka/l09d/overview,28,-,13,-,-
s0tx,778,Henry Searle,/en/players/henry-searle/s0tx/overview,28,-,13,-,-
h0ek,779,Emile Hudd,/en/players/emile-hudd/h0ek/overview,28,+4,15,-,-
n0ba,780,Axel Nefve,/en/players/axel-nefve/n0ba/overview,28,+2,16,-,-
p0fy,781,Alessandro Pecci,/en/players/alessandro-pecci/p0fy/overview,28,-,17,-,-
l0dm,782,Alejo Lorenzo Lingua Lavallen,/en/players/alejo-lorenzo-lingua-lavallen/l0dm/overview,28,-,18,1,-
g0iw,783,Antoine Ghibaudo,/en/players/antoine-ghibaudo/g0iw/overview,28,+1,19,-,-
m0bo,784,Colin Markes,/en/players/colin-markes/m0bo/overview,28,-,23,-,-
w0bb,785,Max Wiskandt,/en/players/max-wiskandt/w0bb/overview,28,-,24,-,-
lg37,786,Grigoriy Lomakin,/en/players/grigoriy-lomakin/lg37/overview,28,-,28,-,-
mj70,787,Karim-Mohamed Maamoun,/en/players/karim-mohamed-maamoun/mj70/overview,27,-,7,-,-
o0be,788,Oleksandr Ovcharenko,/en/players/oleksandr-ovcharenko/o0be/overview,27,+8,9,-,-
bu35,789,Maxence Broville,/en/players/maxence-broville/bu35/overview,27,-,10,-,-
b0lq,790,Petr Bar Biryukov,/en/players/petr-bar-biryukov/b0lq/overview,27,-,14,-,-
mm78,791,Jonathan Mridha,/en/players/jonathan-mridha/mm78/overview,27,-,17,-,-
k0hg,792,Milos Karol,/en/players/milos-karol/k0hg/overview,27,+4,20,-,-
rh17,793,Justin Roberts,/en/players/justin-roberts/rh17/overview,27,-,22,8,-
tb70,794,Wishaya Trongcharoenchaikul,/en/players/wishaya-trongcharoenchaikul/tb70/overview,27,-,26,-,-
p0av,795,Uisung Park,/en/players/uisung-park/p0av/overview,26,-,3,-,-
b0m3,796,Pierre Yves Bailly,/en/players/pierre-yves-bailly/b0m3/overview,26,-,5,-,-
m0gp,797,Filippo Moroni,/en/players/filippo-moroni/m0gp/overview,26,-,8,-,-
ld26,798,Edan Leshem,/en/players/edan-leshem/ld26/overview,26,-16,8,-,-
m0c2,799,Dan  Martin,/en/players/dan--martin/m0c2/overview,26,-,14,-,-
v0bc,800,Cyril Vandermeersch,/en/players/cyril-vandermeersch/v0bc/overview,26,-,16,-,-
mt97,801,Maxime Mora,/en/players/maxime-mora/mt97/overview,26,-2,17,-,-
d985,802,Joao Domingues,/en/players/joao-domingues/d985/overview,26,+1,20,-,-
sm25,803,Jack Sock,/en/players/jack-sock/sm25/overview,25,-,3,-,-
bu34,804,Jeremy Beale,/en/players/jeremy-beale/bu34/overview,25,-,4,-,-
s0z6,805,Alexander Stater,/en/players/alexander-stater/s0z6/overview,25,-,6,-,-
h0ba,806,Shinji Hazawa,/en/players/shinji-hazawa/h0ba/overview,25,-2,9,-,-
w738,807,Brandon Walkin,/en/players/brandon-walkin/w738/overview,25,-,16,-,-
e0ab,808,Ishaque Eqbal,/en/players/ishaque-eqbal/e0ab/overview,25,-,21,-,-
f0c4,809,Diego Fernandez Flores,/en/players/diego-fernandez-flores/f0c4/overview,25,-,23,-,-
b0c5,810,Florian Broska,/en/players/florian-broska/b0c5/overview,25,+1,24,-,-
l0i5,811,Mitsuki Wei Kang Leong,/en/players/mitsuki-wei-kang-leong/l0i5/overview,25,-,25,-,-
a0ia,812,Erik Arutiunian,/en/players/erik-arutiunian/a0ia/overview,25,+1,26,-,-
sy42,813,Thomas Setodji,/en/players/thomas-setodji/sy42/overview,24,-,2,-,-
c882,814,Pablo Cuevas,/en/players/pablo-cuevas/c882/overview,24,-,5,-,-
b0j6,815,Tauheed Browning,/en/players/tauheed-browning/b0j6/overview,24,-,6,-,-
ke64,816,Stefan Kozlov,/en/players/stefan-kozlov/ke64/overview,24,-,6,-,-
k0hz,817,Aidan Kim,/en/players/aidan-kim/k0hz/overview,24,-3,11,-,-
b0ez,818,Ignacio Antonio Becerra Otarola,/en/players/ignacio-antonio-becerra-otarola/b0ez/overview,24,-,11,-,-
v0dx,819,Bautista Vilicich,/en/players/bautista-vilicich/v0dx/overview,24,+1,12,-,-
d0i6,820,Yaroslav Demin,/en/players/yaroslav-demin/d0i6/overview,24,-,12,-,-
j09j,821,Yeong-Seok Jeong,/en/players/yeong-seok-jeong/j09j/overview,24,-1,12,1,-
s0rd,822,Adit Sinha,/en/players/adit-sinha/s0rd/overview,24,-,13,-,-
t0ia,823,Ryoatro Taguchi,/en/players/ryoatro-taguchi/t0ia/overview,24,-,14,-,-
sz32,824,Fabien Salle,/en/players/fabien-salle/sz32/overview,24,+2,16,-,-
g0i3,825,Massimo Giunta,/en/players/massimo-giunta/g0i3/overview,24,-,17,-,-
rh88,826,Alan Fernando Rubio Fierros,/en/players/alan-fernando-rubio-fierros/rh88/overview,24,-,17,-,-
m0k2,827,Pietro Marino,/en/players/pietro-marino/m0k2/overview,24,+3,22,-,-
hh32,828,Alejandro Hoyos,/en/players/alejandro-hoyos/hh32/overview,24,-,24,-,-
d0hm,829,Matthew William Donald,/en/players/matthew-william-donald/d0hm/overview,24,-,27,-,-
n0be,830,Adam Neff,/en/players/adam-neff/n0be/overview,23,-,9,-,-
y09l,831,Bang Shuo Yin,/en/players/bang-shuo-yin/y09l/overview,23,-,11,-,-
s0v8,832,Ofek Shimanov,/en/players/ofek-shimanov/s0v8/overview,23,+1,13,-,-
m0hb,833,François Musitelli,/en/players/françois-musitelli/m0hb/overview,23,-,15,3,-
pl69,834,Kody Pearson,/en/players/kody-pearson/pl69/overview,23,-,16,-,-
a0ie,835,Seydina Andre,/en/players/seydina-andre/a0ie/overview,23,-,18,-,-
b0e4,836,Mateo Barreiros Reyes,/en/players/mateo-barreiros-reyes/b0e4/overview,23,-,19,-,-
l0b7,837,Kai Lemstra,/en/players/kai-lemstra/l0b7/overview,23,-,20,-,-
c0c1,838,Niccolo Catini,/en/players/niccolo-catini/c0c1/overview,23,-,21,-,-
p0gq,839,Mili Poljicak,/en/players/mili-poljicak/p0gq/overview,23,+2,23,-,-
li39,840,Alexandar Lazarov,/en/players/alexandar-lazarov/li39/overview,22,-,6,20,-
m0re,841,Patrick Maloney,/en/players/patrick-maloney/m0re/overview,22,+1,11,-,-
s0ao,842,Luke Simkiss,/en/players/luke-simkiss/s0ao/overview,22,-,12,-,-
bv17,843,Riccardo Balzerani,/en/players/riccardo-balzerani/bv17/overview,22,-,13,-,-
l0ee,844,Daniel Little,/en/players/daniel-little/l0ee/overview,22,-,15,-,-
w716,845,Mark Whitehouse,/en/players/mark-whitehouse/w716/overview,22,-,21,-,-
b0jn,846,Thomas Braithwaite,/en/players/thomas-braithwaite/b0jn/overview,22,-,21,1,-
s0ba,847,Luigi Sorrentino,/en/players/luigi-sorrentino/s0ba/overview,22,-,21,-,-
h0ez,848,Samir Hamza Reguig,/en/players/samir-hamza-reguig/h0ez/overview,22,-,30,-,-
v0dq,849,Iiro Vasa,/en/players/iiro-vasa/v0dq/overview,21,-,4,-,-
c0ht,850,Murphy Cassone,/en/players/murphy-cassone/c0ht/overview,21,-,7,-,-
b0hy,851,Isaac Becroft,/en/players/isaac-becroft/b0hy/overview,21,-,9,-,-
mj71,852,Mats Moraing,/en/players/mats-moraing/mj71/overview,21,-7,9,-,-
r0il,853,Iliyan Radulov,/en/players/iliyan-radulov/r0il/overview,21,-,11,-,-
mo76,854,Gergely Madarasz,/en/players/gergely-madarasz/mo76/overview,21,-,11,-,-
b0pd,855,Peter Buldorini,/en/players/peter-buldorini/b0pd/overview,21,-,12,-,-
a622,856,Andrea Arnaboldi,/en/players/andrea-arnaboldi/a622/overview,21,-4,12,-,-
r0ar,857,Daniel Rodrigues,/en/players/daniel-rodrigues/r0ar/overview,21,-3,14,-,-
w710,858,Henrik Wiersholm,/en/players/henrik-wiersholm/w710/overview,21,-,14,-,-
s0jb,859,Noah Schachter,/en/players/noah-schachter/s0jb/overview,21,-,16,-,-
j0cw,860,Yunseok Jang,/en/players/yunseok-jang/j0cw/overview,21,-,20,-,-
t0bd,861,Nicolas Tepmahc,/en/players/nicolas-tepmahc/t0bd/overview,21,-2,21,-,-
z350,862,Michael Zhu,/en/players/michael-zhu/z350/overview,21,-,22,-,-
c09g,863,Ignacio Carou,/en/players/ignacio-carou/c09g/overview,21,-,24,-,-
j732,864,Ben Jones,/en/players/ben-jones/j732/overview,21,-,25,-,-
kf17,865,Soonwoo Kwon,/en/players/soonwoo-kwon/kf17/overview,20,-20,7,-,-
n0dy,866,Fnu Nidunjianzan,/en/players/fnu-nidunjianzan/n0dy/overview,20,-,5,-,-
sp24,867,Brayden Schnur,/en/players/brayden-schnur/sp24/overview,20,-,6,-,-
d0dc,868,Etienne Donnet,/en/players/etienne-donnet/d0dc/overview,20,-,7,-,-
c0c5,869,Luciano Carraro,/en/players/luciano-carraro/c0c5/overview,20,-,9,-,-
pg03,870,Calum Puttergill,/en/players/calum-puttergill/pg03/overview,20,-,10,-,-
d0i5,871,Max Dahlin,/en/players/max-dahlin/d0i5/overview,20,-,12,-,-
pg56,872,Jorge Panta,/en/players/jorge-panta/pg56/overview,20,-5,13,-,-
r685,873,Lukas Rosol,/en/players/lukas-rosol/r685/overview,20,-,13,-,-
