pid,rank,name,link,points,points_moved,tourneys_played,points_losing,points_gaining
p0ay,581,Luka Pavlovic,/en/players/luka-pavlovic/p0ay/overview,61,-,15,-,-
a0fm,582,Egor Agafonov,/en/players/egor-agafonov/a0fm/overview,61,-,22,2,-
s0c2,583,Hikaru Shiraishi,/en/players/hikaru-shiraishi/s0c2/overview,61,-,22,4,-
co07,584,Ezekiel Clark,/en/players/ezekiel-clark/co07/overview,61,+1,23,-,-
b0er,585,Arthur Bouquier,/en/players/arthur-bouquier/b0er/overview,61,+4,24,2,-
s0ek,586,Matias Soto,/en/players/matias-soto/s0ek/overview,60,+7,17,-,-
e0au,587,John Echeverria,/en/players/john-echeverria/e0au/overview,60,+2,19,25,-
dc38,588,Jake Delaney,/en/players/jake-delaney/dc38/overview,60,-1,27,-,-
ki74,589,Nicola Kuhn,/en/players/nicola-kuhn/ki74/overview,59,-,12,-,-
n0db,590,Andrej Nedic,/en/players/andrej-nedic/n0db/overview,59,-,16,-,-
j0aw,591,Guido Ivan Justo,/en/players/guido-ivan-justo/j0aw/overview,59,-,19,1,-
b0c0,592,Gabi Adrian Boitan,/en/players/gabi-adrian-boitan/b0c0/overview,59,-12,19,-,-
l0g8,593,Victor Lilov,/en/players/victor-lilov/l0g8/overview,59,-4,23,-,-
p0hp,594,Lukas Pokorny,/en/players/lukas-pokorny/p0hp/overview,59,-,25,5,-
c0bb,595,Tommaso Compagnucci,/en/players/tommaso-compagnucci/c0bb/overview,59,-,26,2,-
o0ad,596,Neil Oberleitner,/en/players/neil-oberleitner/o0ad/overview,59,-2,27,-,-
kc29,597,Nicolas Kicker,/en/players/nicolas-kicker/kc29/overview,58,-,8,-,-
h0c9,598,Arklon Huertas Del Pino Cordova,/en/players/arklon-huertas-del-pino-cordova/h0c9/overview,58,-1,15,2,-
ph67,599,Nathan Ponwith,/en/players/nathan-ponwith/ph67/overview,58,+8,16,3,-
pl64,600,Oleg Prihodko,/en/players/oleg-prihodko/pl64/overview,58,-,17,7,-
w712,601,Kai Wehnelt,/en/players/kai-wehnelt/w712/overview,58,-,24,-,-
dh23,602,S D Prajwal Dev,/en/players/s-d-prajwal-dev/dh23/overview,58,-,27,-,-
t0aa,603,Dan Alexandru Tomescu,/en/players/dan-alexandru-tomescu/t0aa/overview,58,-,28,15,-
o659,604,Vladyslav Orlov,/en/players/vladyslav-orlov/o659/overview,58,-,29,-,-
va15,605,Duarte Vale,/en/players/duarte-vale/va15/overview,58,-,30,-,-
s0dl,606,Ryan Seggerman,/en/players/ryan-seggerman/s0dl/overview,57,-,14,-,-
a09p,607,Alafia Ayeni,/en/players/alafia-ayeni/a09p/overview,57,+3,14,-,-
v717,608,Alexey Vatutin,/en/players/alexey-vatutin/v717/overview,57,+1,18,4,-
pl38,609,Sebastian Prechtel,/en/players/sebastian-prechtel/pl38/overview,57,-,21,4,-
a0ba,610,Federico Arnaboldi,/en/players/federico-arnaboldi/a0ba/overview,57,-,22,1,-
cn78,611,Lucas Catarina,/en/players/lucas-catarina/cn78/overview,56,-8,9,4,-
d0fa,612,Yassine Dlimi,/en/players/yassine-dlimi/d0fa/overview,56,-,11,-,-
p0iy,613,Juan Carlos Prado Angelo,/en/players/juan-carlos-prado-angelo/p0iy/overview,56,-1,15,-,-
h0b5,614,Tsung-Hao Huang,/en/players/tsung-hao-huang/h0b5/overview,56,+1,22,-,-
t0cu,615,Fausto Tabacco,/en/players/fausto-tabacco/t0cu/overview,56,-25,23,-,-
ch80,616,Luca Castelnuovo,/en/players/luca-castelnuovo/ch80/overview,56,-,27,-,-
r0bt,617,Franco Roncadelli,/en/players/franco-roncadelli/r0bt/overview,56,-1,30,1,-
sm88,618,Karue Sell,/en/players/karue-sell/sm88/overview,55,+1,8,-,-
r0h2,619,Pedro Rodenas,/en/players/pedro-rodenas/r0h2/overview,55,-,12,-,-
s0xe,620,Alejo Sanchez Quilez,/en/players/alejo-sanchez-quilez/s0xe/overview,55,+15,13,-,-
p0i6,621,Gabriele Piraino,/en/players/gabriele-piraino/p0i6/overview,55,-,24,-,-
b0hf,622,Diego Augusto Barreto Sanchez,/en/players/diego-augusto-barreto-sanchez/b0hf/overview,55,-,28,-,-
b0ek,623,Moerani Bouzige,/en/players/moerani-bouzige/b0ek/overview,55,-,33,-,-
m0eg,624,Tristan McCormick,/en/players/tristan-mccormick/m0eg/overview,54,+8,13,4,-
d0d2,625,Alec Deckers,/en/players/alec-deckers/d0d2/overview,54,-,16,-,-
sy71,626,Digvijaypratap Singh,/en/players/digvijaypratap-singh/sy71/overview,54,-,21,-,-
s0dq,627,Keegan Smith,/en/players/keegan-smith/s0dq/overview,54,-4,22,2,-
r0gn,628,Amaury Raynel,/en/players/amaury-raynel/r0gn/overview,54,+1,31,-,-
a678,629,Kevin Anderson,/en/players/kevin-anderson/a678/overview,53,-,3,-,-
b0f8,630,Justin Boulais,/en/players/justin-boulais/b0f8/overview,53,-,9,-,-
sl92,631,Shuichi Sekiguchi,/en/players/shuichi-sekiguchi/sl92/overview,53,-,14,-,-
c0hx,632,Ozan Baris,/en/players/ozan-baris/c0hx/overview,53,-2,14,-,-
b0mm,633,Edas Butvilas,/en/players/edas-butvilas/b0mm/overview,53,+1,15,5,-
i230,634,Tatsuma Ito,/en/players/tatsuma-ito/i230/overview,53,-,17,-,-
b0am,635,Lorenzo Bocchi,/en/players/lorenzo-bocchi/b0am/overview,53,-1,19,4,-
gk24,636,Luca Giacomini,/en/players/luca-giacomini/gk24/overview,53,-,22,-,-
f965,637,Sora Fukuda,/en/players/sora-fukuda/f965/overview,52,-,14,-,-
be67,638,Mirza Basic,/en/players/mirza-basic/be67/overview,52,+1,17,11,-
p0b2,639,Luca Potenza,/en/players/luca-potenza/p0b2/overview,52,-,23,2,-
f0bv,640,Tomas Farjat,/en/players/tomas-farjat/f0bv/overview,52,-,28,1,-
n731,641,Christoph Negritu,/en/players/christoph-negritu/n731/overview,52,-,28,2,1
i330,642,Shintaro Imai,/en/players/shintaro-imai/i330/overview,51,-,6,-,-
mp83,643,Gian Marco Moroni,/en/players/gian-marco-moroni/mp83/overview,51,-,8,-,-
ka22,644,Dayne Kelly,/en/players/dayne-kelly/ka22/overview,51,-2,10,-,-
ke69,645,Mariano Kestelboim,/en/players/mariano-kestelboim/ke69/overview,51,+15,14,-,-
bt68,646,Elliot Benchetrit,/en/players/elliot-benchetrit/bt68/overview,51,-3,15,3,-
j400,647,Jeremy Jahn,/en/players/jeremy-jahn/j400/overview,51,-,17,-,-
z09b,648,Alexander Zgirovsky,/en/players/alexander-zgirovsky/z09b/overview,51,-,18,-,-
s0o6,649,Ilia Simakin,/en/players/ilia-simakin/s0o6/overview,51,-,20,-,-
le01,650,Duckhee Lee,/en/players/duckhee-lee/le01/overview,51,-,23,5,-
r0e0,651,Chris Rodesch,/en/players/chris-rodesch/r0e0/overview,50,-,11,-,-
n409,652,Rafael Nadal,/en/players/rafael-nadal/n409/overview,50,-,12,-,-
fa50,653,Thomas Fancutt,/en/players/thomas-fancutt/fa50/overview,50,-8,18,25,-
g0a0,654,Andrea Guerrieri,/en/players/andrea-guerrieri/g0a0/overview,50,-4,19,4,-
m0bw,655,Ye Cong Mo,/en/players/ye-cong-mo/m0bw/overview,50,+1,22,-,-
b0jp,656,Dali Blanch,/en/players/dali-blanch/b0jp/overview,50,-,27,-,-
mo54,657,Jorge Martinez Martinez,/en/players/jorge-martinez-martinez/mo54/overview,50,+1,28,4,-
cf60,658,Pawel Juszczak,/en/players/pawel-juszczak/cf60/overview,49,-,16,-,-
lb84,659,Juan Ignacio Londero,/en/players/juan-ignacio-londero/lb84/overview,48,-,4,-,-
f0dp,660,Peter Fajta,/en/players/peter-fajta/f0dp/overview,48,-,13,1,-
l949,661,Henri Laaksonen,/en/players/henri-laaksonen/l949/overview,48,-,14,-,-
va48,662,Siddharth Vishwakarma,/en/players/siddharth-vishwakarma/va48/overview,48,+4,14,-,-
w749,663,Enzo Wallart,/en/players/enzo-wallart/w749/overview,48,-,16,-,-
r0f1,664,Johan Alexander Rodriguez,/en/players/johan-alexander-rodriguez/r0f1/overview,48,+1,16,-,-
s0hr,665,Kasidit Samrej,/en/players/kasidit-samrej/s0hr/overview,48,+1,19,-,-
b0a0,666,Maxence Beauge,/en/players/maxence-beauge/b0a0/overview,48,-,26,1,-
h0bf,667,Philip Henning,/en/players/philip-henning/h0bf/overview,47,+15,6,-,-
c0jv,668,Lorenzo Claverie,/en/players/lorenzo-claverie/c0jv/overview,47,-,15,-,-
n934,669,Kazuki Nishiwaki,/en/players/kazuki-nishiwaki/n934/overview,47,-,17,2,-
b0c7,670,Justin Barki,/en/players/justin-barki/b0c7/overview,46,-,10,-,-
v0d0,671,Niels Visker,/en/players/niels-visker/v0d0/overview,46,-,21,-,-
af41,672,Rishab Agarwal,/en/players/rishab-agarwal/af41/overview,46,-,22,-,-
c0hv,673,Luca Castagnola,/en/players/luca-castagnola/c0hv/overview,46,-,23,2,-
f0a3,674,Sergey Fomin,/en/players/sergey-fomin/f0a3/overview,46,-4,23,1,-
b0ot,675,Jacob Bradshaw,/en/players/jacob-bradshaw/b0ot/overview,46,+1,30,-,-
l397,676,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,45,-45,4,-,-
p0bk,677,Stuart Parker,/en/players/stuart-parker/p0bk/overview,45,-,16,-,-
k0ak,678,Yuta Kawahashi,/en/players/yuta-kawahashi/k0ak/overview,45,-,18,-,-
t0gf,679,James Tracy,/en/players/james-tracy/t0gf/overview,44,-,5,-,-
k0hl,680,Kyle Kang,/en/players/kyle-kang/k0hl/overview,44,-8,10,1,-
dg53,681,Gabriel Decamps,/en/players/gabriel-decamps/dg53/overview,44,+2,13,2,-
p0cd,682,Daniel Paty,/en/players/daniel-paty/p0cd/overview,44,-,17,2,-
pl39,683,Alfredo Perez,/en/players/alfredo-perez/pl39/overview,44,-,17,3,-
o0ai,684,Dusan Obradovic,/en/players/dusan-obradovic/o0ai/overview,44,-,22,-,-
l0er,685,Timo Legout,/en/players/timo-legout/l0er/overview,43,-16,10,-,-
hg90,686,Conner Huertas del Pino,/en/players/conner-huertas-del-pino/hg90/overview,43,-1,12,2,-
c0ow,687,Lorenzo Carboni,/en/players/lorenzo-carboni/c0ow/overview,43,-,21,4,-
ag57,688,Leonardo Aboian,/en/players/leonardo-aboian/ag57/overview,43,-,27,-,-
d776,689,Thiemo de Bakker,/en/players/thiemo-de-bakker/d776/overview,42,-,17,-,-
pf36,690,David Perez Sanz,/en/players/david-perez-sanz/pf36/overview,42,+1,19,19,-
k0de,691,Takuya Kumasaka,/en/players/takuya-kumasaka/k0de/overview,42,-,24,-,-
i0a6,692,Taisei Ichikawa,/en/players/taisei-ichikawa/i0a6/overview,42,+1,24,-,-
m09e,693,Tao Mu,/en/players/tao-mu/m09e/overview,42,-2,27,9,-
a0ea,694,Max Alcala Gurri,/en/players/max-alcala-gurri/a0ea/overview,42,-1,30,1,-
h0ei,695,Millen Hurrion,/en/players/millen-hurrion/h0ei/overview,41,-,26,-,-
rh13,696,Patrik Rikl,/en/players/patrik-rikl/rh13/overview,40,-,6,-,-
f811,697,Bjorn Fratangelo,/en/players/bjorn-fratangelo/f811/overview,40,-,7,12,-
n652,698,JiSung Nam,/en/players/jisung-nam/n652/overview,40,-,8,-,-
p0j1,699,Rodrigo Pacheco Mendez,/en/players/rodrigo-pacheco-mendez/p0j1/overview,40,-,15,-,-
j737,700,Facundo Juarez,/en/players/facundo-juarez/j737/overview,40,-,17,3,-
a0b6,701,Jaimee Floyd Angele,/en/players/jaimee-floyd-angele/a0b6/overview,40,-,19,-,-
w0bd,702,Deney Wassermann,/en/players/deney-wassermann/w0bd/overview,40,-,21,-,-
kh77,703,Niki Kaliyanda Poonacha,/en/players/niki-kaliyanda-poonacha/kh77/overview,39,-2,16,-,-
s0nn,704,Joshua Sheehy,/en/players/joshua-sheehy/s0nn/overview,39,-1,23,-,-
s0qz,705,Sebastian Sorger,/en/players/sebastian-sorger/s0qz/overview,39,-,26,-,-
ke64,706,Stefan Kozlov,/en/players/stefan-kozlov/ke64/overview,38,+14,7,-,-
p0ed,707,Kiranpal Pannu,/en/players/kiranpal-pannu/p0ed/overview,38,-,12,-,-
w0c4,708,Edward Winter,/en/players/edward-winter/w0c4/overview,38,-,16,3,-
l0by,709,Lewie Lane,/en/players/lewie-lane/l0by/overview,38,+1,23,-,-
t0ag,710,Zura Tkemaladze,/en/players/zura-tkemaladze/t0ag/overview,38,-,29,-,-
p0gp,711,Peter Benjamin Privara,/en/players/peter-benjamin-privara/p0gp/overview,38,-,31,1,-
rb86,712,Sidharth Rawat,/en/players/sidharth-rawat/rb86/overview,37,-,18,-,-
t0fk,713,Giorgio Tabacco,/en/players/giorgio-tabacco/t0fk/overview,37,-1,23,-,-
a0f3,714,Fabrizio Andaloro,/en/players/fabrizio-andaloro/a0f3/overview,36,-,17,-,-
y0at,715,Jimmy Yang,/en/players/jimmy-yang/y0at/overview,36,-,18,-,-
m0l2,716,Alejandro Manzanera Pertusa,/en/players/alejandro-manzanera-pertusa/m0l2/overview,36,+1,19,-,-
z0c9,717,Marcel Zielinski,/en/players/marcel-zielinski/z0c9/overview,36,-,21,1,-
x01a,718,Linang Xiao,/en/players/linang-xiao/x01a/overview,36,-,22,-,-
ke36,719,Dominik Kellovsky,/en/players/dominik-kellovsky/ke36/overview,36,+3,23,3,-
o09s,720,Juan Bautista Otegui,/en/players/juan-bautista-otegui/o09s/overview,36,+2,27,-,-
t0gr,721,Oliver Tarvet,/en/players/oliver-tarvet/t0gr/overview,35,-,6,-,-
s0ja,722,Eliot Spizzirri,/en/players/eliot-spizzirri/s0ja/overview,35,-,10,-,-
pd07,723,Vasek Pospisil,/en/players/vasek-pospisil/pd07/overview,35,-,11,-,-
m0on,724,Johannus Monday,/en/players/johannus-monday/m0on/overview,35,-,13,-,-
bp79,725,Peter Bertran,/en/players/peter-bertran/bp79/overview,35,-,18,-,-
b0f0,726,Jiri Barnat,/en/players/jiri-barnat/b0f0/overview,35,-,22,-,-
sy05,727,Jakob Schnaitter,/en/players/jakob-schnaitter/sy05/overview,35,-,24,1,-
a0eu,728,Alexandre Aubriot,/en/players/alexandre-aubriot/a0eu/overview,35,-1,24,-,-
s0r5,729,Ilya Snitari,/en/players/ilya-snitari/s0r5/overview,35,-,24,-,-
s0ri,730,Karan Singh,/en/players/karan-singh/s0ri/overview,35,-,27,-,-
g0gz,731,Liam Gavrielides,/en/players/liam-gavrielides/g0gz/overview,35,-,27,-,-
g0d9,732,Igor Gimenez,/en/players/igor-gimenez/g0d9/overview,35,+1,31,-,-
p0k4,733,Tiago Pereira,/en/players/tiago-pereira/p0k4/overview,35,+1,32,-,-
c0kh,734,Julio Cesar Porras,/en/players/julio-cesar-porras/c0kh/overview,34,+3,11,-,-
b0nv,735,Patrick Brady,/en/players/patrick-brady/b0nv/overview,34,-,20,-,-
g0g2,736,Mario Gonzalez Fernandez,/en/players/mario-gonzalez-fernandez/g0g2/overview,34,-7,26,-,-
b0bk,737,Aleksandr Braynin,/en/players/aleksandr-braynin/b0bk/overview,34,-,28,2,-
b0d8,738,Jacob Brumm,/en/players/jacob-brumm/b0d8/overview,34,-,29,-,-
k0bu,739,Palaphoom Kovapitukted,/en/players/palaphoom-kovapitukted/k0bu/overview,33,-,13,-,-
r0ib,740,Maxence Rivet,/en/players/maxence-rivet/r0ib/overview,33,-,15,-,-
l0db,741,Giuseppe La Vela,/en/players/giuseppe-la-vela/l0db/overview,33,+1,17,-,-
s0bg,742,Daisuke Sumizawa,/en/players/daisuke-sumizawa/s0bg/overview,33,-,20,-,-
mp94,743,Adam Moundir,/en/players/adam-moundir/mp94/overview,33,-,20,-,-
a09w,744,Juan Carlos Aguilar,/en/players/juan-carlos-aguilar/a09w/overview,33,-,21,3,-
i427,745,Simon Anthony Ivanov,/en/players/simon-anthony-ivanov/i427/overview,33,-,23,-,-
f0c4,746,Diego Fernandez Flores,/en/players/diego-fernandez-flores/f0c4/overview,33,+8,24,3,-
s0f7,747,Alexandros Skorilas,/en/players/alexandros-skorilas/s0f7/overview,33,-,26,-,-
a0g8,748,Amr Elsayed,/en/players/amr-elsayed/a0g8/overview,33,-,27,-,-
o09a,749,Aziz Ouakaa,/en/players/aziz-ouakaa/o09a/overview,33,+2,36,1,-
rh50,750,Arthur Reymond,/en/players/arthur-reymond/rh50/overview,32,-,10,10,-
cn15,751,Felix Corwin,/en/players/felix-corwin/cn15/overview,32,+3,15,-,-
g0iw,752,Antoine Ghibaudo,/en/players/antoine-ghibaudo/g0iw/overview,32,+4,20,2,-
b0c3,753,Simon Beaupain,/en/players/simon-beaupain/b0c3/overview,32,-,24,-,-
mo35,754,Calin Manda,/en/players/calin-manda/mo35/overview,32,-,29,-,-
n974,755,Petr Nouza,/en/players/petr-nouza/n974/overview,31,-,6,-,-
p0ht,756,Jack Pinnington Jones,/en/players/jack-pinnington-jones/p0ht/overview,31,-,7,-,-
m0gb,757,Alex Martinez,/en/players/alex-martinez/m0gb/overview,31,-,9,-,-
a0ja,758,Michael Agwi,/en/players/michael-agwi/a0ja/overview,31,-,13,-,-
w741,759,Aoran Wang,/en/players/aoran-wang/w741/overview,31,-,13,-,-
w0b3,760,Xiaofei Wang,/en/players/xiaofei-wang/w0b3/overview,31,-,18,-,-
l0dm,761,Alejo Lorenzo Lingua Lavallen,/en/players/alejo-lorenzo-lingua-lavallen/l0dm/overview,31,+3,18,1,-
l0bu,762,Hanyi Liu,/en/players/hanyi-liu/l0bu/overview,31,-,22,-,-
b0iy,763,Alec Beckley,/en/players/alec-beckley/b0iy/overview,31,-,26,-,-
ca12,764,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,30,-,5,-,-
h0ec,765,Cash Hanzlik,/en/players/cash-hanzlik/h0ec/overview,30,-,11,-,-
j0d4,766,Jeremy Jin,/en/players/jeremy-jin/j0d4/overview,30,-,15,-,-
g0dd,767,William Grant,/en/players/william-grant/g0dd/overview,30,+1,15,-,-
h0ag,768,Ray Ho,/en/players/ray-ho/h0ag/overview,30,-,20,2,-
v306,769,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,29,-,9,-,-
m0na,770,Shunsuke Mitsui,/en/players/shunsuke-mitsui/m0na/overview,29,-,10,-,-
ab54,771,Harrison Adams,/en/players/harrison-adams/ab54/overview,29,-,10,-,-
kh41,772,Patrick Kaukovalta,/en/players/patrick-kaukovalta/kh41/overview,29,-,13,-,-
sf41,773,Aldin Setkic,/en/players/aldin-setkic/sf41/overview,29,-2,14,-,-
h0ek,774,Emile Hudd,/en/players/emile-hudd/h0ek/overview,29,+1,16,-,-
j0cm,775,Viktor Jovic,/en/players/viktor-jovic/j0cm/overview,29,-,17,-,-
a0es,776,Pedro Araujo,/en/players/pedro-araujo/a0es/overview,29,-,23,1,-
dh55,777,Michiel De Krom,/en/players/michiel-de-krom/dh55/overview,29,-,23,-,-
i0ax,778,Kokoro Isomura,/en/players/kokoro-isomura/i0ax/overview,29,-2,29,1,-
l09d,779,Aliaksandr Liaonenka,/en/players/aliaksandr-liaonenka/l09d/overview,28,-,13,4,-
s0tx,780,Henry Searle,/en/players/henry-searle/s0tx/overview,28,-,13,-,-
n0ba,781,Axel Nefve,/en/players/axel-nefve/n0ba/overview,28,-,17,-,-
p0fy,782,Alessandro Pecci,/en/players/alessandro-pecci/p0fy/overview,28,-,17,-,-
k0hg,783,Milos Karol,/en/players/milos-karol/k0hg/overview,28,+1,21,-,-
w0bb,784,Max Wiskandt,/en/players/max-wiskandt/w0bb/overview,28,-,23,-,-
m0bo,785,Colin Markes,/en/players/colin-markes/m0bo/overview,28,-,23,-,-
r0h6,786,Leonardo Rossi,/en/players/leonardo-rossi/r0h6/overview,28,-1,26,2,-
lg37,787,Grigoriy Lomakin,/en/players/grigoriy-lomakin/lg37/overview,28,-,28,1,-
mj70,788,Karim-Mohamed Maamoun,/en/players/karim-mohamed-maamoun/mj70/overview,27,-,7,-,-
bu35,789,Maxence Broville,/en/players/maxence-broville/bu35/overview,27,-,10,4,-
o0be,790,Oleksandr Ovcharenko,/en/players/oleksandr-ovcharenko/o0be/overview,27,-,10,-,-
d0i6,791,Yaroslav Demin,/en/players/yaroslav-demin/d0i6/overview,27,+3,14,-,-
b0lq,792,Petr Bar Biryukov,/en/players/petr-bar-biryukov/b0lq/overview,27,-,15,4,-
mm78,793,Jonathan Mridha,/en/players/jonathan-mridha/mm78/overview,27,-,16,1,-
tb70,794,Wishaya Trongcharoenchaikul,/en/players/wishaya-trongcharoenchaikul/tb70/overview,27,-,26,-,-
p0av,795,Uisung Park,/en/players/uisung-park/p0av/overview,26,-,3,-,-
b0m3,796,Pierre Yves Bailly,/en/players/pierre-yves-bailly/b0m3/overview,26,-,5,-,-
s0z6,797,Alexander Stater,/en/players/alexander-stater/s0z6/overview,26,+1,7,-,-
m0gp,798,Filippo Moroni,/en/players/filippo-moroni/m0gp/overview,26,-,8,-,-
ld26,799,Edan Leshem,/en/players/edan-leshem/ld26/overview,26,-,8,-,-
m0c2,800,Dan  Martin,/en/players/dan--martin/m0c2/overview,26,-,14,-,-
v0bc,801,Cyril Vandermeersch,/en/players/cyril-vandermeersch/v0bc/overview,26,-,16,-,-
mt97,802,Maxime Mora,/en/players/maxime-mora/mt97/overview,26,-,17,-,-
g0i3,803,Massimo Giunta,/en/players/massimo-giunta/g0i3/overview,26,+2,18,1,-
d985,804,Joao Domingues,/en/players/joao-domingues/d985/overview,26,-,21,-,-
b0c5,805,Florian Broska,/en/players/florian-broska/b0c5/overview,26,+1,25,1,-
l0i5,806,Mitsuki Wei Kang Leong,/en/players/mitsuki-wei-kang-leong/l0i5/overview,26,+1,26,-,-
d0hm,807,Matthew William Donald,/en/players/matthew-william-donald/d0hm/overview,26,+2,28,-,-
sm25,808,Jack Sock,/en/players/jack-sock/sm25/overview,25,-,3,25,-
bu34,809,Jeremy Beale,/en/players/jeremy-beale/bu34/overview,25,-,4,-,-
h0ba,810,Shinji Hazawa,/en/players/shinji-hazawa/h0ba/overview,25,-,9,-,-
w738,811,Brandon Walkin,/en/players/brandon-walkin/w738/overview,25,-,16,-,-
e0ab,812,Ishaque Eqbal,/en/players/ishaque-eqbal/e0ab/overview,25,-,21,2,-
a0ia,813,Erik Arutiunian,/en/players/erik-arutiunian/a0ia/overview,25,-,26,1,-
sy42,814,Thomas Setodji,/en/players/thomas-setodji/sy42/overview,24,-,2,-,-
c882,815,Pablo Cuevas,/en/players/pablo-cuevas/c882/overview,24,-,5,-,-
b0j6,816,Tauheed Browning,/en/players/tauheed-browning/b0j6/overview,24,-,6,-,-
k0hz,817,Aidan Kim,/en/players/aidan-kim/k0hz/overview,24,-,10,-,-
b0ez,818,Ignacio Antonio Becerra Otarola,/en/players/ignacio-antonio-becerra-otarola/b0ez/overview,24,-,11,-,-
v0dx,819,Bautista Vilicich,/en/players/bautista-vilicich/v0dx/overview,24,-,12,-,-
s0rd,820,Adit Sinha,/en/players/adit-sinha/s0rd/overview,24,-,13,-,-
t0ia,821,Ryoatro Taguchi,/en/players/ryoatro-taguchi/t0ia/overview,24,-,14,-,-
m0gy,822,Lilian Marmousez,/en/players/lilian-marmousez/m0gy/overview,24,+4,15,1,-
sz32,823,Fabien Salle,/en/players/fabien-salle/sz32/overview,24,-,16,-,-
rh88,824,Alan Fernando Rubio Fierros,/en/players/alan-fernando-rubio-fierros/rh88/overview,24,-,17,-,-
s0jb,825,Noah Schachter,/en/players/noah-schachter/s0jb/overview,24,+3,18,-,-
z09f,826,Patrick Zahraj,/en/players/patrick-zahraj/z09f/overview,24,+4,19,-,-
hh32,827,Alejandro Hoyos,/en/players/alejandro-hoyos/hh32/overview,24,-,23,-,-
m0k2,828,Pietro Marino,/en/players/pietro-marino/m0k2/overview,24,-,23,-,-
n0be,829,Adam Neff,/en/players/adam-neff/n0be/overview,23,-,9,-,-
j09j,830,Yeong-Seok Jeong,/en/players/yeong-seok-jeong/j09j/overview,23,-1,11,-,-
y09l,831,Bang Shuo Yin,/en/players/bang-shuo-yin/y09l/overview,23,-,11,-,-
s0v8,832,Ofek Shimanov,/en/players/ofek-shimanov/s0v8/overview,23,-,13,-,-
pl69,833,Kody Pearson,/en/players/kody-pearson/pl69/overview,23,-,17,-,-
b0e4,834,Mateo Barreiros Reyes,/en/players/mateo-barreiros-reyes/b0e4/overview,23,-,18,-,-
a0ie,835,Seydina Andre,/en/players/seydina-andre/a0ie/overview,23,-,19,-,-
l0b7,836,Kai Lemstra,/en/players/kai-lemstra/l0b7/overview,23,-,20,-,-
c0c1,837,Niccolo Catini,/en/players/niccolo-catini/c0c1/overview,23,-,22,1,-
p0gq,838,Mili Poljicak,/en/players/mili-poljicak/p0gq/overview,23,-,23,-,-
m0re,839,Patrick Maloney,/en/players/patrick-maloney/m0re/overview,22,-,11,-,-
s0ao,840,Luke Simkiss,/en/players/luke-simkiss/s0ao/overview,22,-,12,-,-
bv17,841,Riccardo Balzerani,/en/players/riccardo-balzerani/bv17/overview,22,-,13,4,-
l0ee,842,Daniel Little,/en/players/daniel-little/l0ee/overview,22,-,15,-,-
w716,843,Mark Whitehouse,/en/players/mark-whitehouse/w716/overview,22,-,21,1,-
b0jn,844,Thomas Braithwaite,/en/players/thomas-braithwaite/b0jn/overview,22,-,21,-,-
s0ba,845,Luigi Sorrentino,/en/players/luigi-sorrentino/s0ba/overview,22,-,21,-,-
z350,846,Michael Zhu,/en/players/michael-zhu/z350/overview,22,+1,23,1,-
h0ez,847,Samir Hamza Reguig,/en/players/samir-hamza-reguig/h0ez/overview,22,-,31,-,-
v0dq,848,Iiro Vasa,/en/players/iiro-vasa/v0dq/overview,21,-,4,-,-
c0ht,849,Murphy Cassone,/en/players/murphy-cassone/c0ht/overview,21,-,7,-,-
bu10,850,Jacopo Berrettini,/en/players/jacopo-berrettini/bu10/overview,21,-65,7,5,-
b0hy,851,Isaac Becroft,/en/players/isaac-becroft/b0hy/overview,21,-,9,-,-
mj71,852,Mats Moraing,/en/players/mats-moraing/mj71/overview,21,-,9,-,-
mo76,853,Gergely Madarasz,/en/players/gergely-madarasz/mo76/overview,21,-,11,4,-
r0il,854,Iliyan Radulov,/en/players/iliyan-radulov/r0il/overview,21,-,12,1,-
a622,855,Andrea Arnaboldi,/en/players/andrea-arnaboldi/a622/overview,21,-,12,2,-
b0pd,856,Peter Buldorini,/en/players/peter-buldorini/b0pd/overview,21,-,13,-,-
r0ar,857,Daniel Rodrigues,/en/players/daniel-rodrigues/r0ar/overview,21,-,13,1,-
w710,858,Henrik Wiersholm,/en/players/henrik-wiersholm/w710/overview,21,-,15,-,-
s0t1,859,Joao Eduardo Schiessl,/en/players/joao-eduardo-schiessl/s0t1/overview,21,+1,17,-,-
j0cw,860,Yunseok Jang,/en/players/yunseok-jang/j0cw/overview,21,-,20,1,-
t0bd,861,Nicolas Tepmahc,/en/players/nicolas-tepmahc/t0bd/overview,21,-,20,-,-
c09g,862,Ignacio Carou,/en/players/ignacio-carou/c09g/overview,21,-,23,1,-
j732,863,Ben Jones,/en/players/ben-jones/j732/overview,21,-,26,8,-
kf17,864,Soonwoo Kwon,/en/players/soonwoo-kwon/kf17/overview,20,-,7,-,-
n0dy,865,Fnu Nidunjianzan,/en/players/fnu-nidunjianzan/n0dy/overview,20,-,5,-,-
sp24,866,Brayden Schnur,/en/players/brayden-schnur/sp24/overview,20,-,6,-,-
d0dc,867,Etienne Donnet,/en/players/etienne-donnet/d0dc/overview,20,-,7,-,-
c0c5,868,Luciano Carraro,/en/players/luciano-carraro/c0c5/overview,20,-,9,-,-
e858,869,Franco Emanuel Egea,/en/players/franco-emanuel-egea/e858/overview,20,-8,10,1,-
