pid,rank,name,link,points,points_moved,tourneys_played,points_losing,points_gaining
h09p,288,Brandon Holt,/en/players/brandon-holt/h09p/overview,193,-10,17,-,-
bi81,289,Alex Bolt,/en/players/alex-bolt/bi81/overview,193,-24,17,-,-
kc12,290,Mitchell Krueger,/en/players/mitchell-krueger/kc12/overview,193,+1,25,-,-
g0dh,291,Alvaro Guillen Meza,/en/players/alvaro-guillen-meza/g0dh/overview,193,+1,28,-,-
e698,292,Gastao Elias,/en/players/gastao-elias/e698/overview,191,-14,16,20,-
r0eb,293,Valentin Royer,/en/players/valentin-royer/r0eb/overview,191,-16,24,-,-
sm09,294,Luke Saville,/en/players/luke-saville/sm09/overview,190,-,25,16,-
m0e1,295,Daniel Michalski,/en/players/daniel-michalski/m0e1/overview,189,-,23,20,-
m0bn,296,Marvin Moeller,/en/players/marvin-moeller/m0bn/overview,188,-,27,15,2
ca99,297,Marius Copil,/en/players/marius-copil/ca99/overview,187,-,16,4,-
ta46,298,Bernard Tomic,/en/players/bernard-tomic/ta46/overview,187,-,30,-,-
v0di,299,Samuel Vincent Ruggeri,/en/players/samuel-vincent-ruggeri/v0di/overview,187,+8,30,4,2
bp41,300,Antoine Bellier,/en/players/antoine-bellier/bp41/overview,186,-25,21,-,-
bv25,301,Javier Barranco Cosano,/en/players/javier-barranco-cosano/bv25/overview,186,-,23,-,-
wb19,302,Alexander Weis,/en/players/alexander-weis/wb19/overview,185,-,29,4,2
d0dp,303,Liam Draxl,/en/players/liam-draxl/d0dp/overview,184,-,13,-,-
p0df,304,Matheus Pucinelli De Almeida,/en/players/matheus-pucinelli-de-almeida/p0df/overview,184,-,24,-,-
ea13,305,Moez Echargui,/en/players/moez-echargui/ea13/overview,183,-12,28,15,2
m0nb,306,Aidan Mayo,/en/players/aidan-mayo/m0nb/overview,182,-,27,-,-
b0pg,307,Alexander Blockx,/en/players/alexander-blockx/b0pg/overview,178,+6,20,8,-
d916,308,Steven Diez,/en/players/steven-diez/d916/overview,178,-,32,19,-
hf80,309,Hady Habib,/en/players/hady-habib/hf80/overview,177,+1,28,2,1
b0gr,310,Gonzalo Bueno,/en/players/gonzalo-bueno/b0gr/overview,175,-,24,11,-
bv24,311,Raul Brancaccio,/en/players/raul-brancaccio/bv24/overview,175,+10,25,7,-
r0a7,312,Joao Lucas Reis Da Silva,/en/players/joao-lucas-reis-da-silva/r0a7/overview,175,-,30,9,-
a09t,313,Dan Added,/en/players/dan-added/a09t/overview,171,-11,33,4,1
b0i5,314,Blaise Bicknell,/en/players/blaise-bicknell/b0i5/overview,170,+1,17,-,-
sp80,315,Nino Serdarusic,/en/players/nino-serdarusic/sp80/overview,170,+3,28,30,-
f664,316,Sebastian Fanselow,/en/players/sebastian-fanselow/f664/overview,170,-,28,-,-
m0oq,317,James McCabe,/en/players/james-mccabe/m0oq/overview,169,+8,24,41,-
i306,318,Cem Ilkel,/en/players/cem-ilkel/i306/overview,167,-,21,54,-
j476,319,David Jorda Sanchis,/en/players/david-jorda-sanchis/j476/overview,166,+1,28,-,-
c0bh,320,Clement Chidekh,/en/players/clement-chidekh/c0bh/overview,165,-,18,3,-
p0ev,321,Andrew Paulson,/en/players/andrew-paulson/p0ev/overview,165,-,18,-,-
ki48,322,Ergi Kirkin,/en/players/ergi-kirkin/ki48/overview,165,-,21,-,-
n0bk,323,Hazem Naw,/en/players/hazem-naw/n0bk/overview,163,+9,27,8,2
v0b2,324,Michael Vrbensky,/en/players/michael-vrbensky/v0b2/overview,163,-6,28,-,-
ce25,325,Salvatore Caruso,/en/players/salvatore-caruso/ce25/overview,163,-,32,11,2
s0ar,326,Timo Stodder,/en/players/timo-stodder/s0ar/overview,162,-,32,-,-
e0ac,327,Mathys Erhard,/en/players/mathys-erhard/e0ac/overview,159,-,33,4,3
t0ap,328,Chun-Hsin Tseng,/en/players/chun-hsin-tseng/t0ap/overview,157,-20,18,-,-
sr81,329,Khumoyun Sultanov,/en/players/khumoyun-sultanov/sr81/overview,157,+1,21,-,-
n663,330,Maximilian Neuchrist,/en/players/maximilian-neuchrist/n663/overview,157,-9,22,-,-
g0eu,331,Felix Gill,/en/players/felix-gill/g0eu/overview,157,+1,28,-,-
g0fw,332,Vilius Gaubas,/en/players/vilius-gaubas/g0fw/overview,156,+16,24,-,-
h0cx,333,Max Houkes,/en/players/max-houkes/h0cx/overview,156,+15,31,-,-
c0b2,334,Cezar Cretu,/en/players/cezar-cretu/c0b2/overview,155,+7,25,-,-
h0a4,335,Nick Hardt,/en/players/nick-hardt/h0a4/overview,154,-10,21,-,-
sl94,336,Pedro Sakamoto,/en/players/pedro-sakamoto/sl94/overview,154,-,25,-,-
e0aa,337,Yanki Erel,/en/players/yanki-erel/e0aa/overview,154,-,25,-,-
gc89,338,Egor Gerasimov,/en/players/egor-gerasimov/gc89/overview,152,+2,14,-,-
k0eu,339,Toby Kodat,/en/players/toby-kodat/k0eu/overview,152,+3,23,1,-
j09x,340,Filip Cristian Jianu,/en/players/filip-cristian-jianu/j09x/overview,152,-,38,-,-
d0h9,341,Guy Den Ouden,/en/players/guy-den-ouden/d0h9/overview,150,-,21,1,-
f0fv,342,Joao Fonseca,/en/players/joao-fonseca/f0fv/overview,149,-,10,-,-
gb93,343,Norbert Gombos,/en/players/norbert-gombos/gb93/overview,149,-,20,-,-
f0a4,344,Francesco Forti,/en/players/francesco-forti/f0a4/overview,149,-,28,-,-
bv21,345,Charles Broom,/en/players/charles-broom/bv21/overview,149,-,29,3,-
mi01,346,Hiroki Moriya,/en/players/hiroki-moriya/mi01/overview,148,+3,20,-,-
f0f2,347,Jaime Faria,/en/players/jaime-faria/f0f2/overview,146,+24,30,-,-
m0cw,348,Aidan McHugh,/en/players/aidan-mchugh/m0cw/overview,145,-,28,3,2
d874,349,Federico Delbonis,/en/players/federico-delbonis/d874/overview,144,-6,15,-,-
s0gv,350,Robert Strombachs,/en/players/robert-strombachs/s0gv/overview,144,-6,28,15,2
lc12,351,Laurent Lokoli,/en/players/laurent-lokoli/lc12/overview,143,-23,21,-,-
n552,352,Kei Nishikori,/en/players/kei-nishikori/n552/overview,143,-,7,-,-
gj16,353,Federico Agustin Gomez,/en/players/federico-agustin-gomez/gj16/overview,143,-1,27,15,1
d0hd,354,Gabriel Debru,/en/players/gabriel-debru/d0hd/overview,142,-4,22,-,-
sn54,355,Frederico Ferreira Silva,/en/players/frederico-ferreira-silva/sn54/overview,141,-,24,-,-
k0cz,356,Gilbert Klier Junior,/en/players/gilbert-klier-junior/k0cz/overview,139,-,16,-,-
m0k4,357,Elmer Moller,/en/players/elmer-moller/m0k4/overview,138,+3,23,-,-
v0d4,358,Eric Vanshelboim,/en/players/eric-vanshelboim/v0d4/overview,138,-,27,4,2
l0il,359,Martin Landaluce,/en/players/martin-landaluce/l0il/overview,138,+22,28,1,-
i0ap,360,Kalin Ivanovski,/en/players/kalin-ivanovski/i0ap/overview,137,-,25,2,-
k0ee,361,Omni Kumar,/en/players/omni-kumar/k0ee/overview,137,-,25,-,-
lc54,362,Benjamin Lock,/en/players/benjamin-lock/lc54/overview,137,-5,32,-,-
be69,363,Yan Bai,/en/players/yan-bai/be69/overview,136,+2,20,-,-
c0mh,364,Gerard Campana Lee,/en/players/gerard-campana-lee/c0mh/overview,136,-,22,-,-
ch05,365,Altug Celikbilek,/en/players/altug-celikbilek/ch05/overview,136,-,23,7,-
cg07,366,Hernan Casanova,/en/players/hernan-casanova/cg07/overview,136,-,25,14,-
n09u,367,Rio Noguchi,/en/players/rio-noguchi/n09u/overview,136,-20,26,-,-
h0eh,368,Tim Handel,/en/players/tim-handel/h0eh/overview,136,+7,28,-,-
sk47,369,Mohamed Safwat,/en/players/mohamed-safwat/sk47/overview,136,-1,30,10,2
ci14,370,Jay Clarke,/en/players/jay-clarke/ci14/overview,135,+23,18,-,-
w0a4,371,Arthur Weber,/en/players/arthur-weber/w0a4/overview,135,-,24,-,-
m0ea,372,Pol Martin Tiffon,/en/players/pol-martin-tiffon/m0ea/overview,135,+3,26,35,-
lf26,373,Orlando Luz,/en/players/orlando-luz/lf26/overview,134,-,22,11,-
s0cg,374,Carlos Sanchez Jover,/en/players/carlos-sanchez-jover/s0cg/overview,134,+6,26,-,-
hh15,375,Mikalai Haliak,/en/players/mikalai-haliak/hh15/overview,133,-,25,-,-
o639,376,Giovanni Oradini,/en/players/giovanni-oradini/o639/overview,133,+15,26,-,-
f09j,377,Karl Friberg,/en/players/karl-friberg/f09j/overview,133,-,26,-,-
n707,378,Naoki Nakagawa,/en/players/naoki-nakagawa/n707/overview,131,-,19,17,-
mn20,379,Daniel Masur,/en/players/daniel-masur/mn20/overview,131,+25,22,-,-
p0e9,380,Dominik Palan,/en/players/dominik-palan/p0e9/overview,129,-41,24,-,-
s0mn,381,Marat Sharipov,/en/players/marat-sharipov/s0mn/overview,129,-13,26,4,1
m0n7,382,Daniel Merida,/en/players/daniel-merida/m0n7/overview,127,+12,27,3,1
wb25,383,Louis Wessels,/en/players/louis-wessels/wb25/overview,127,-1,29,-,-
t0fi,384,Marko Topo,/en/players/marko-topo/t0fi/overview,126,-,22,-,-
gj05,385,Alexis Gautier,/en/players/alexis-gautier/gj05/overview,126,-,30,-,-
bu36,386,Alberto Barroso Campos,/en/players/alberto-barroso-campos/bu36/overview,125,-1,23,-,-
ch90,387,Yun seong Chung,/en/players/yun-seong-chung/ch90/overview,124,-5,18,-,-
ga79,388,Lorenzo Giustino,/en/players/lorenzo-giustino/ga79/overview,124,-9,27,-,-
l0cf,389,George Loffhagen,/en/players/george-loffhagen/l0cf/overview,123,-,15,-,-
k0fy,390,Martin Krumich,/en/players/martin-krumich/k0fy/overview,123,-,16,-,-
bm05,391,Bogdan Bobrov,/en/players/bogdan-bobrov/bm05/overview,123,-,26,-,-
d0ar,392,Mateus Alves,/en/players/mateus-alves/d0ar/overview,122,-,19,4,-
li10,393,Christian Langmo,/en/players/christian-langmo/li10/overview,122,+3,24,14,-
b0jg,394,Leo Borg,/en/players/leo-borg/b0jg/overview,122,-,27,2,-
w09b,395,Damien Wenger,/en/players/damien-wenger/w09b/overview,122,-4,29,2,1
sq80,396,Akira Santillan,/en/players/akira-santillan/sq80/overview,121,-4,25,-,-
k0dp,397,Oleksii Krutykh,/en/players/oleksii-krutykh/k0dp/overview,121,-,25,7,-
t0bw,398,James Trotter,/en/players/james-trotter/t0bw/overview,119,-,12,-,-
bu70,399,Remy Bertola,/en/players/remy-bertola/bu70/overview,118,-,25,-,-
ea27,400,Blake Ellis,/en/players/blake-ellis/ea27/overview,117,-,26,3,1
e831,401,Kyle Edmund,/en/players/kyle-edmund/e831/overview,115,-,21,-,-
mm79,402,Blake Mott,/en/players/blake-mott/mm79/overview,115,+1,16,-,-
ml73,403,Skander Mansouri,/en/players/skander-mansouri/ml73/overview,115,-,27,-,-
tf58,404,Yusuke Takahashi,/en/players/yusuke-takahashi/tf58/overview,115,+1,29,2,1
k0db,405,Cannon Kingsley,/en/players/cannon-kingsley/k0db/overview,113,-,16,-,-
te16,406,Carlos Taberner,/en/players/carlos-taberner/te16/overview,113,-6,20,-,-
l0c1,407,Carlos Lopez Montagud,/en/players/carlos-lopez-montagud/l0c1/overview,113,+10,21,-,-
o674,408,Yshai Oliel,/en/players/yshai-oliel/o674/overview,113,+7,29,-,-
rb56,409,Ramkumar Ramanathan,/en/players/ramkumar-ramanathan/rb56/overview,112,-,15,-,-
f0f4,410,Kilian Feldbausch,/en/players/kilian-feldbausch/f0f4/overview,110,-,15,-,-
kg27,411,Strong Kirchheimer,/en/players/strong-kirchheimer/kg27/overview,110,-,20,16,-
t0dm,412,Juan Bautista Torres,/en/players/juan-bautista-torres/t0dm/overview,110,-,22,14,-
k0cj,413,Sandro Kopp,/en/players/sandro-kopp/k0cj/overview,110,+15,26,3,1
b0gy,414,Alex Barrena,/en/players/alex-barrena/b0gy/overview,109,-,29,-,-
va23,415,Kris Van Wyk,/en/players/kris-van-wyk/va23/overview,109,-,34,-,-
j0a4,416,Paul Jubb,/en/players/paul-jubb/j0a4/overview,108,-,17,-,-
kb05,417,Filip Krajinovic,/en/players/filip-krajinovic/kb05/overview,107,-,13,10,-
gf23,418,Lucas Gerch,/en/players/lucas-gerch/gf23/overview,106,+3,19,-,-
df92,419,Corentin Denolly,/en/players/corentin-denolly/df92/overview,106,+8,21,-,-
f0bt,420,Jonas Forejtek,/en/players/jonas-forejtek/f0bt/overview,106,+4,21,2,-
d0l3,421,Matej Dodig,/en/players/matej-dodig/d0l3/overview,106,+14,22,-,-
c0i4,422,Tibo Colson,/en/players/tibo-colson/c0i4/overview,106,+5,24,1,-
r09v,423,Eduardo Ribeiro,/en/players/eduardo-ribeiro/r09v/overview,106,-,25,3,-
cf10,424,Nick Chappell,/en/players/nick-chappell/cf10/overview,106,-19,26,2,1
g967,425,Peter Gojowczyk,/en/players/peter-gojowczyk/g967/overview,105,-,16,-,-
mp13,426,Mukund Sasikumar,/en/players/mukund-sasikumar/mp13/overview,105,-,22,-,-
dc76,427,Viktor Durasovic,/en/players/viktor-durasovic/dc76/overview,105,+6,27,2,-
k0ep,428,Jerome Kym,/en/players/jerome-kym/k0ep/overview,104,+3,12,-,-
bv27,429,Ulises Blanch,/en/players/ulises-blanch/bv27/overview,104,-4,13,20,-
t0ha,430,Learner Tien,/en/players/learner-tien/t0ha/overview,104,-,13,-,-
u176,431,Vadym Ursu,/en/players/vadym-ursu/u176/overview,104,-,17,-,-
g0j9,432,Svyatoslav Gulin,/en/players/svyatoslav-gulin/g0j9/overview,104,+1,24,-,-
z09d,433,Kacper Zuk,/en/players/kacper-zuk/z09d/overview,104,-,26,-,-
c0jp,434,Raphael Collignon,/en/players/raphael-collignon/c0jp/overview,103,-,13,-,-
cf88,435,Roberto Cid Subervi,/en/players/roberto-cid-subervi/cf88/overview,103,+5,19,-,-
g0gw,436,Sascha Gueymard Wayenburg,/en/players/sascha-gueymard-wayenburg/g0gw/overview,103,+8,27,1,-
sq79,437,Colin Sinclair,/en/players/colin-sinclair/sq79/overview,102,-2,20,-,-
cd00,438,Maxime Chazal,/en/players/maxime-chazal/cd00/overview,102,+3,21,8,-
v821,439,Gonzalo Villanueva,/en/players/gonzalo-villanueva/v821/overview,101,-1,28,-,-
mq75,440,Kamil Majchrzak,/en/players/kamil-majchrzak/mq75/overview,100,+50,6,-,-
o507,441,Julian Ocleppo,/en/players/julian-ocleppo/o507/overview,100,-,14,3,-
d0a2,442,Matthew Dellavedova,/en/players/matthew-dellavedova/d0a2/overview,100,-1,41,3,2
mj98,443,Facundo Mena,/en/players/facundo-mena/mj98/overview,99,+8,20,-,-
k0ho,444,Orel Kimhi,/en/players/orel-kimhi/k0ho/overview,99,+4,25,-,-
b0nn,445,Nishesh Basavareddy,/en/players/nishesh-basavareddy/b0nn/overview,98,-,8,-,-
m0aw,446,Nicolas Mejia,/en/players/nicolas-mejia/m0aw/overview,97,-7,20,-,-
c0hb,447,Eliakim Coulibaly,/en/players/eliakim-coulibaly/c0hb/overview,97,+1,24,8,1
sx90,448,Fajing Sun,/en/players/fajing-sun/sx90/overview,97,-,26,1,-
b0jj,449,Robin Bertrand,/en/players/robin-bertrand/b0jj/overview,97,-,33,-,-
ra51,450,Blaz Rola,/en/players/blaz-rola/ra51/overview,96,-,9,-,-
a0ik,451,Luciano Emanuel Ambrogi,/en/players/luciano-emanuel-ambrogi/a0ik/overview,96,+2,24,2,-
e811,452,Elmar Ejupovic,/en/players/elmar-ejupovic/e811/overview,96,-2,28,9,-
g0eq,453,Sebastian Gima,/en/players/sebastian-gima/g0eq/overview,96,+6,35,-,-
b0id,454,Ignacio Buse,/en/players/ignacio-buse/b0id/overview,95,-,19,-,-
pf65,455,Filip Peliwo,/en/players/filip-peliwo/pf65/overview,95,-,30,3,1
r0b6,456,Lorenzo Rottoli,/en/players/lorenzo-rottoli/r0b6/overview,94,+1,22,-,-
g0ix,457,Arthur Gea,/en/players/arthur-gea/g0ix/overview,93,-2,18,2,-
b0fi,458,Pedro Boscardin Dias,/en/players/pedro-boscardin-dias/b0fi/overview,93,-2,21,2,-
p0ea,459,Saba Purtseladze,/en/players/saba-purtseladze/p0ea/overview,93,-,33,17,2
cl82,460,Daniel Cukierman,/en/players/daniel-cukierman/cl82/overview,92,+4,17,-,-
d0cn,461,Miguel Damas,/en/players/miguel-damas/d0cn/overview,92,-,21,-,-
cb14,462,Daniel Cox,/en/players/daniel-cox/cb14/overview,92,-,21,1,-
v0dp,463,Adolfo Daniel Vallejo,/en/players/adolfo-daniel-vallejo/v0dp/overview,92,-,22,2,-
h0dc,464,Giles Hussey,/en/players/giles-hussey/h0dc/overview,92,+1,23,-,-
s0rf,465,Marcello Serafini,/en/players/marcello-serafini/s0rf/overview,92,+2,30,-,-
s0tm,466,Toby Samuel,/en/players/toby-samuel/s0tm/overview,91,-,13,-,-
s09p,467,Sanhui Shin,/en/players/sanhui-shin/s09p/overview,91,-,19,-,-
o664,468,Makoto Ochi,/en/players/makoto-ochi/o664/overview,91,-5,26,-,-
g0by,469,Daniil Glinka,/en/players/daniil-glinka/g0by/overview,91,+7,29,-,-
r0ed,470,Max Hans Rehberg,/en/players/max-hans-rehberg/r0ed/overview,90,-,18,-,-
m0fa,471,Anton Matusevich,/en/players/anton-matusevich/m0fa/overview,90,-,19,-,-
n0d9,472,Jakub Nicod,/en/players/jakub-nicod/n0d9/overview,89,-,20,-,-
s0kt,473,Stefanos Sakellaridis,/en/players/stefanos-sakellaridis/s0kt/overview,89,+1,42,-,-
tg30,474,Rigele Te,/en/players/rigele-te/tg30/overview,87,-,17,-,-
b0ou,475,Hynek Barton,/en/players/hynek-barton/b0ou/overview,87,-,24,-,-
k0hn,476,Bruno Kuzuhara,/en/players/bruno-kuzuhara/k0hn/overview,87,-3,32,-,-
c0aj,477,Jie Cui,/en/players/jie-cui/c0aj/overview,86,-1,19,2,-
a0g7,478,Valerio Aboian,/en/players/valerio-aboian/a0g7/overview,86,-1,31,-,-
ph42,479,Matija Pecotic,/en/players/matija-pecotic/ph42/overview,85,-,7,-,-
j0b5,480,Garrett Johns,/en/players/garrett-johns/j0b5/overview,85,-,18,-,-
l0at,481,Imanol Lopez Morillo,/en/players/imanol-lopez-morillo/l0at/overview,85,-3,22,-,-
b0qc,482,Gilles Arnaud Bailly,/en/players/gilles-arnaud-bailly/b0qc/overview,85,-,25,-,-
n0b4,483,Ryan Nijboer,/en/players/ryan-nijboer/n0b4/overview,85,-,31,-,-
lf29,484,Alvaro Lopez San Martin,/en/players/alvaro-lopez-san-martin/lf29/overview,84,-1,21,24,-
s0ex,485,Hamish Stewart,/en/players/hamish-stewart/s0ex/overview,84,-,21,-,-
a0i1,486,Bor Artnak,/en/players/bor-artnak/a0i1/overview,84,-,26,-,-
m0n1,487,Luka Mikrut,/en/players/luka-mikrut/m0n1/overview,83,-,19,-,-
ld22,488,Nam Hoang Ly,/en/players/nam-hoang-ly/ld22/overview,83,+15,19,-,-
e873,489,Ernesto Escobedo,/en/players/ernesto-escobedo/e873/overview,82,-,12,-,-
z0by,490,Nicolas Zanellato,/en/players/nicolas-zanellato/z0by/overview,82,-1,30,2,1
so20,491,Jelle Sels,/en/players/jelle-sels/so20/overview,81,+16,24,-,-
ki71,492,Kirill Kivattsev,/en/players/kirill-kivattsev/ki71/overview,81,-,31,-,-
d750,493,Kenny De Schepper,/en/players/kenny-de-schepper/d750/overview,80,-,19,1,-
db32,494,Yurii Dzhavakian,/en/players/yurii-dzhavakian/db32/overview,80,+1,29,-,-
b0ll,495,Viacheslav Bielinskyi,/en/players/viacheslav-bielinskyi/b0ll/overview,79,-1,19,2,-
m0ey,496,Alex Marti Pujolras,/en/players/alex-marti-pujolras/m0ey/overview,79,-11,31,-,-
m0nl,497,Inaki Montes-De La Torre,/en/players/inaki-montes-de-la-torre/m0nl/overview,78,-,9,-,-
ha71,498,Antoine Hoang,/en/players/antoine-hoang/ha71/overview,78,+1,19,-,-
v0bd,499,Nikolay Vylegzhanin,/en/players/nikolay-vylegzhanin/v0bd/overview,78,-,25,-,-
p0dr,500,Andrea Picchione,/en/players/andrea-picchione/p0dr/overview,78,-3,26,-,-
kg49,501,Denis Klok,/en/players/denis-klok/kg49/overview,78,-3,26,2,1
kj00,502,Alex Knaff,/en/players/alex-knaff/kj00/overview,78,-,30,2,1
lb78,503,Jea Moon Lee,/en/players/jea-moon-lee/lb78/overview,77,-,15,-,-
z09k,504,Evan Zhu,/en/players/evan-zhu/z09k/overview,77,-,22,2,-
co01,505,Andrey Chepelev,/en/players/andrey-chepelev/co01/overview,77,-,33,-,-
f0by,506,Jacob Fearnley,/en/players/jacob-fearnley/f0by/overview,76,-,7,-,-
z0ab,507,Alexey Zakharov,/en/players/alexey-zakharov/z0ab/overview,76,+2,13,-,-
g0av,508,Carlos Gimeno Valero,/en/players/carlos-gimeno-valero/g0av/overview,76,+25,16,-,-
ha33,509,Peter Heller,/en/players/peter-heller/ha33/overview,76,+2,20,-,-
m0b2,510,Yuki Mochizuki,/en/players/yuki-mochizuki/m0b2/overview,76,-,20,-,-
lb07,511,Gonzalo Lama,/en/players/gonzalo-lama/lb07/overview,76,-,23,-,-
f0cj,512,Gianmarco Ferrari,/en/players/gianmarco-ferrari/f0cj/overview,76,-,31,4,-
l733,513,Zhe Li,/en/players/zhe-li/l733/overview,75,-,15,-,-
m0np,514,Andres Martin,/en/players/andres-martin/m0np/overview,75,-,16,-,-
td47,515,Evgenii Tiurnev,/en/players/evgenii-tiurnev/td47/overview,75,-,19,-,-
p0ig,516,Martyn Pawelski,/en/players/martyn-pawelski/p0ig/overview,75,-,20,2,-
ag08,517,Andres Andrade,/en/players/andres-andrade/ag08/overview,75,+16,22,-,-
z246,518,Miljan Zekic,/en/players/miljan-zekic/z246/overview,75,-36,24,-,-
rh62,519,Mats Rosenkranz,/en/players/mats-rosenkranz/rh62/overview,75,+1,26,-,-
cj60,520,Alexandr Cozbinov,/en/players/alexandr-cozbinov/cj60/overview,75,-,27,-,-
i0b0,521,Andre Ilagan,/en/players/andre-ilagan/i0b0/overview,74,-,10,-,-
v0ci,522,Emilien Voisin,/en/players/emilien-voisin/v0ci/overview,74,+5,21,4,-
pi96,523,Sergi Perez Contri,/en/players/sergi-perez-contri/pi96/overview,74,-1,23,1,-
p0be,524,Sidane Pontjodikromo,/en/players/sidane-pontjodikromo/p0be/overview,74,-,27,-,-
mv75,525,Ignacio Monzon,/en/players/ignacio-monzon/mv75/overview,74,-,28,2,1
p0it,526,Olaf Pieczkowski,/en/players/olaf-pieczkowski/p0it/overview,73,-,23,-,-
p0jg,527,Gabriele Pennaforti,/en/players/gabriele-pennaforti/p0jg/overview,73,+4,26,1,-
dh53,528,Vlad Andrei Dancu,/en/players/vlad-andrei-dancu/dh53/overview,73,-,29,-,-
z0bz,529,Michael Zheng,/en/players/michael-zheng/z0bz/overview,72,-,7,-,-
sg56,530,Daniel Dutra da Silva,/en/players/daniel-dutra-da-silva/sg56/overview,72,-3,22,6,-
m0d4,531,M Rifki Fitriadi,/en/players/m-rifki-fitriadi/m0d4/overview,72,+5,23,-,-
g0i2,532,Adrien Gobat,/en/players/adrien-gobat/g0i2/overview,72,+4,25,8,-
g0cv,533,Buvaysar Gadamauri,/en/players/buvaysar-gadamauri/g0cv/overview,72,-,28,-,-
db93,534,Matias Franco Descotte,/en/players/matias-franco-descotte/db93/overview,72,-,28,8,1
g0ao,535,Alastair Gray,/en/players/alastair-gray/g0ao/overview,71,-,15,-,-
m0oh,536,Lautaro  Midon,/en/players/lautaro--midon/m0oh/overview,71,-1,22,8,-
rg42,537,Alex Rybakov,/en/players/alex-rybakov/rg42/overview,71,+3,22,2,-
i09n,538,Federico Iannaccone,/en/players/federico-iannaccone/i09n/overview,71,-1,26,-,-
p0g5,539,Stefan Popovic,/en/players/stefan-popovic/p0g5/overview,71,-,30,-,-
fc26,540,Evan Furness,/en/players/evan-furness/fc26/overview,70,-,10,17,-
mi43,541,Gerald Melzer,/en/players/gerald-melzer/mi43/overview,70,-,14,7,-
p0g0,542,Evgeny Philippov,/en/players/evgeny-philippov/p0g0/overview,70,-,19,23,-
j0cu,543,Sander Jong,/en/players/sander-jong/j0cu/overview,70,+8,21,-,-
l0fw,544,Hanwen Li,/en/players/hanwen-li/l0fw/overview,70,-,22,-,-
m0g0,545,Ryuki Matsuda,/en/players/ryuki-matsuda/m0g0/overview,70,-,31,4,1
g0ib,546,Tom Gentzsch,/en/players/tom-gentzsch/g0ib/overview,70,+1,37,-,-
p0fj,547,Radu Mihai Papoe,/en/players/radu-mihai-papoe/p0fj/overview,69,-,11,-,-
ga36,548,Emilio Gomez,/en/players/emilio-gomez/ga36/overview,69,-,16,-,-
p0d0,549,Jakub Paul,/en/players/jakub-paul/p0d0/overview,69,+2,22,-,-
r0bc,550,Lorenzo Joaquin Rodriguez,/en/players/lorenzo-joaquin-rodriguez/r0bc/overview,69,-2,24,-,-
kc86,551,Darian King,/en/players/darian-king/kc86/overview,68,-,8,-,-
m0ka,552,Yanaki Milev,/en/players/yanaki-milev/m0ka/overview,68,-1,19,15,-
b0lw,553,Mika Brunold,/en/players/mika-brunold/b0lw/overview,68,+4,21,16,-
f09u,554,Matyas Fuele,/en/players/matyas-fuele/f09u/overview,68,-,23,2,-
b0bu,555,Florent Bax,/en/players/florent-bax/b0bu/overview,68,-,23,16,-
u120,556,Kaichi Uchida,/en/players/kaichi-uchida/u120/overview,68,-45,24,-,-
sf89,557,Rubin Statham,/en/players/rubin-statham/sf89/overview,68,-10,24,14,-
o656,558,Adrian Oetzbach,/en/players/adrian-oetzbach/o656/overview,68,+1,36,-,-
w09t,559,Luca Wiedenmann,/en/players/luca-wiedenmann/w09t/overview,67,-,22,1,-
hb05,560,Christian Harrison,/en/players/christian-harrison/hb05/overview,66,-,13,-,-
pc09,561,Jose Pereira,/en/players/jose-pereira/pc09/overview,66,-,14,13,-
kd87,562,Evgeny Karlovskiy,/en/players/evgeny-karlovskiy/kd87/overview,65,-,18,-,-
j0d2,563,Maximus Jones,/en/players/maximus-jones/j0d2/overview,65,+2,21,-,-
n0cj,564,Petr Nesterov,/en/players/petr-nesterov/n0cj/overview,65,-,22,1,-
k0bj,565,Georgii Kravchenko,/en/players/georgii-kravchenko/k0bj/overview,65,-,27,1,-
s483,566,Pedro Sousa,/en/players/pedro-sousa/s483/overview,64,-1,4,-,-
v0dg,567,Quinn Vandecasteele,/en/players/quinn-vandecasteele/v0dg/overview,64,-,10,-,-
td55,568,Renta Tokuda,/en/players/renta-tokuda/td55/overview,64,-,17,5,-
bu53,569,Constantin Bittoun Kouzmine,/en/players/constantin-bittoun-kouzmine/bu53/overview,64,-,25,2,1
v09t,570,Pedro Vives Marcos,/en/players/pedro-vives-marcos/v09t/overview,63,-,8,-,-
p0gn,571,Tom Paris,/en/players/tom-paris/p0gn/overview,63,-,16,1,-
v0bp,572,Marlon Vankan,/en/players/marlon-vankan/v0bp/overview,63,-,23,-,-
la54,573,Wilson Leite,/en/players/wilson-leite/la54/overview,63,-,25,6,-
pg69,574,Juan Pablo Paz,/en/players/juan-pablo-paz/pg69/overview,63,+3,32,-,-
r0dc,575,Ajeet Rai,/en/players/ajeet-rai/r0dc/overview,62,-8,20,3,-
s0bt,576,Adria Soriano Barrera,/en/players/adria-soriano-barrera/s0bt/overview,62,+2,20,3,-
g09c,577,Marek Gengel,/en/players/marek-gengel/g09c/overview,62,-,20,2,-
w0ah,578,Harry Wendelken,/en/players/harry-wendelken/w0ah/overview,62,-,24,-,-
pi95,579,David Pichler,/en/players/david-pichler/pi95/overview,62,-,29,1,-
d0d4,580,Stefan Dostanic,/en/players/stefan-dostanic/d0d4/overview,61,-,10,-,-
